"Gene","Concentration","Database","Category","CellType","Dataset","Source_ID","Gene_Dataset"
"AATF",27.70191659,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","AATF_PXD040957"
"AATK",37877406.25,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","AATK_PXD004352"
"ABAT",253160906.25,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ABAT_PXD004352"
"ABAT",27086,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","ABAT_PXD025174"
"ABAT",23.9802371,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ABAT_PXD040957"
"ABCA1",30857315.625,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ABCA1_PXD004352"
"ABCA13",535024531.25,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ABCA13_PXD004352"
"ABCA7",8368156.25,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ABCA7_PXD004352"
"ABCB1",390504187.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ABCB1_PXD004352"
"ABCB1",26.53812488,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ABCB1_PXD040957"
"ABCB10",280576062.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ABCB10_PXD004352"
"ABCB10",23.8864533425,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ABCB10_PXD040957"
"ABCB6",23344100,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ABCB6_PXD004352"
"ABCB7",879087875,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ABCB7_PXD004352"
"ABCB7",25087,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","ABCB7_PXD025174"
"ABCB7",28.1978803775,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ABCB7_PXD040957"
"ABCB8",143906593.75,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ABCB8_PXD004352"
"ABCB8",23.1082533075,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ABCB8_PXD040957"
"ABCC1",458071281.25,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ABCC1_PXD004352"
"ABCC1",25.1902534675,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ABCC1_PXD040957"
"ABCC10",9246668.75,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ABCC10_PXD004352"
"ABCC3",10226259.375,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ABCC3_PXD004352"
"ABCC4",132090153.125,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ABCC4_PXD004352"
"ABCC5",4455800,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ABCC5_PXD004352"
"ABCD1",65366181.25,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ABCD1_PXD004352"
"ABCD1",23.648860475,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ABCD1_PXD040957"
"ABCD2",85644625,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ABCD2_PXD004352"
"ABCD2",24.6108203325,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ABCD2_PXD040957"
"ABCD3",868956843.75,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ABCD3_PXD004352"
"ABCD3",11920,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","ABCD3_PXD025174"
"ABCD3",27.3997477875,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ABCD3_PXD040957"
"ABCD4",5556079.0625,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ABCD4_PXD004352"
"ABCE1",5582391562.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ABCE1_PXD004352"
"ABCE1",310756,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","ABCE1_PXD025174"
"ABCE1",30.5761122325,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ABCE1_PXD040957"
"ABCF1",4770060937.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ABCF1_PXD004352"
"ABCF1",162154,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","ABCF1_PXD025174"
"ABCF1",30.6660937825,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ABCF1_PXD040957"
"ABCF2",2776623437.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ABCF2_PXD004352"
"ABCF2",46404,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","ABCF2_PXD025174"
"ABCF2",28.51835557,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ABCF2_PXD040957"
"ABCF3",813691250,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ABCF3_PXD004352"
"ABCF3",19572,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","ABCF3_PXD025174"
"ABCF3",27.70570553,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ABCF3_PXD040957"
"ABHD10",3201210312.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ABHD10_PXD004352"
"ABHD10",176297,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","ABHD10_PXD025174"
"ABHD10",30.316569365,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ABHD10_PXD040957"
"ABHD11",314550812.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ABHD11_PXD004352"
"ABHD11",11995,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","ABHD11_PXD025174"
"ABHD11",25.00560049,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ABHD11_PXD040957"
"ABHD12",234547000,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ABHD12_PXD004352"
"ABHD12",14318,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","ABHD12_PXD025174"
"ABHD12",24.841861555,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ABHD12_PXD040957"
"ABHD13",9491865.625,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ABHD13_PXD004352"
"ABHD13",22.88953887,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ABHD13_PXD040957"
"ABHD14B",3213232125,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ABHD14B_PXD004352"
"ABHD14B",30.41411623,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ABHD14B_PXD040957"
"ABHD15",9803378.125,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ABHD15_PXD004352"
"ABHD16A",486875562.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ABHD16A_PXD004352"
"ABHD16A",26.6421442075,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ABHD16A_PXD040957"
"ABHD17A",102277384.375,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ABHD17A_PXD004352"
"ABHD17A",22.8291244166667,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ABHD17A_PXD040957"
"ABHD17B",43020246.875,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ABHD17B_PXD004352"
"ABHD17B",6618,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","ABHD17B_PXD025174"
"ABHD3",3116134.375,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ABHD3_PXD004352"
"ABHD4",120025,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ABHD4_PXD004352"
"ABHD5",176078.125,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ABHD5_PXD004352"
"ABHD6",29431146.875,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ABHD6_PXD004352"
"ABHD6",25.31195171,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ABHD6_PXD040957"
"ABI1",574253875,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ABI1_PXD004352"
"ABI1",79801,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","ABI1_PXD025174"
"ABI1",25.6465334,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ABI1_PXD040957"
"ABI2",7080150,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ABI2_PXD004352"
"ABI3",1461989093.75,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ABI3_PXD004352"
"ABI3",282903,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","ABI3_PXD025174"
"ABI3",28.05139196,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ABI3_PXD040957"
"ABL1",62447756.25,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ABL1_PXD004352"
"ABL2",6846648.53125,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ABL2_PXD004352"
"ABLIM1",695788809.375,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ABLIM1_PXD004352"
"ABLIM1",29.3427410775,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ABLIM1_PXD040957"
"ABLIM3",15960231.25,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ABLIM3_PXD004352"
"ABR",580562218.75,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ABR_PXD004352"
"ABR",65595,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","ABR_PXD025174"
"ABR",26.132352225,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ABR_PXD040957"
"ABRACL",4598695937.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ABRACL_PXD004352"
"ABRACL",2482763,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","ABRACL_PXD025174"
"ABRACL",30.971833665,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ABRACL_PXD040957"
"ABT1",344857625,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ABT1_PXD004352"
"ABT1",48513,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","ABT1_PXD025174"
"ABT1",25.28486628,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ABT1_PXD040957"
"ABTB1",6307525,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ABTB1_PXD004352"
"ABTB2",33241191.5625,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ABTB2_PXD004352"
"ACAA1",1376821593.75,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ACAA1_PXD004352"
"ACAA1",167039,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","ACAA1_PXD025174"
"ACAA1",28.12083314,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ACAA1_PXD040957"
"ACAA2",15974265625,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ACAA2_PXD004352"
"ACAA2",4306427,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","ACAA2_PXD025174"
"ACAA2",31.57656461,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ACAA2_PXD040957"
"ACACA",614498000,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ACACA_PXD004352"
"ACACA",23.46001041,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ACACA_PXD040957"
"ACAD10",53031025,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ACAD10_PXD004352"
"ACAD10",3908,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","ACAD10_PXD025174"
"ACAD10",24.173981175,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ACAD10_PXD040957"
"ACAD8",1102553093.75,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ACAD8_PXD004352"
"ACAD8",12232,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","ACAD8_PXD025174"
"ACAD8",28.965094245,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ACAD8_PXD040957"
"ACAD9",1798900312.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ACAD9_PXD004352"
"ACAD9",164033,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","ACAD9_PXD025174"
"ACAD9",28.5216577625,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ACAD9_PXD040957"
"ACADM",3694770625,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ACADM_PXD004352"
"ACADM",29.8146652375,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ACADM_PXD040957"
"ACADS",2814554687.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ACADS_PXD004352"
"ACADS",72469,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","ACADS_PXD025174"
"ACADS",30.1281694875,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ACADS_PXD040957"
"ACADSB",1696970937.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ACADSB_PXD004352"
"ACADSB",109878,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","ACADSB_PXD025174"
"ACADSB",29.03945712,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ACADSB_PXD040957"
"ACADVL",11970018750,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ACADVL_PXD004352"
"ACADVL",1258687,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","ACADVL_PXD025174"
"ACADVL",31.2190021375,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ACADVL_PXD040957"
"ACAP1",4988563125,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ACAP1_PXD004352"
"ACAP1",380491,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","ACAP1_PXD025174"
"ACAP1",30.501903975,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ACAP1_PXD040957"
"ACAP2",1155712875,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ACAP2_PXD004352"
"ACAP2",59194,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","ACAP2_PXD025174"
"ACAP2",27.35678588,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ACAP2_PXD040957"
"ACAP3",22.2542887175,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ACAP3_PXD040957"
"ACAT1",11834677500,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ACAT1_PXD004352"
"ACAT1",1016150,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","ACAT1_PXD025174"
"ACAT1",31.7513413225,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ACAT1_PXD040957"
"ACAT2",3203850312.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ACAT2_PXD004352"
"ACAT2",615893,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","ACAT2_PXD025174"
"ACAT2",29.038112825,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ACAT2_PXD040957"
"ACBD3",775929187.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ACBD3_PXD004352"
"ACBD3",54984,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","ACBD3_PXD025174"
"ACBD3",27.107758425,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ACBD3_PXD040957"
"ACBD4",814096.875,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ACBD4_PXD004352"
"ACBD5",182199215.15625,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ACBD5_PXD004352"
"ACBD6",38709287.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ACBD6_PXD004352"
"ACBD6",23.6788395775,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ACBD6_PXD040957"
"ACD",152820590.625,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ACD_PXD004352"
"ACD",24.8586092825,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ACD_PXD040957"
"ACE",125339687.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ACE_PXD004352"
"ACER3",694946.875,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ACER3_PXD004352"
"ACIN1",5647880000,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ACIN1_PXD004352"
"ACIN1",30.8320887225,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ACIN1_PXD040957"
"ACLY",11109466562.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ACLY_PXD004352"
"ACLY",30.2480145375,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ACLY_PXD040957"
"ACN9",11363646.875,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ACN9_PXD004352"
"ACO1",1446154218.75,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ACO1_PXD004352"
"ACO2",18575596875,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ACO2_PXD004352"
"ACO2",801016,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","ACO2_PXD025174"
"ACO2",32.7178875625,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ACO2_PXD040957"
"ACOT1",38067881.25,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ACOT1_PXD004352"
"ACOT1",28.5511201725,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ACOT1_PXD040957"
"ACOT11",21076150.3125,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ACOT11_PXD004352"
"ACOT13",938168187.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ACOT13_PXD004352"
"ACOT13",152438,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","ACOT13_PXD025174"
"ACOT13",28.780129935,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ACOT13_PXD040957"
"ACOT2",930170175,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ACOT2_PXD004352"
"ACOT2",24.00418891,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ACOT2_PXD040957"
"ACOT7",1263302312.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ACOT7_PXD004352"
"ACOT7",532105,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","ACOT7_PXD025174"
"ACOT7",23.008442805,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ACOT7_PXD040957"
"ACOT8",96304193.75,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ACOT8_PXD004352"
"ACOT8",24.024333235,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ACOT8_PXD040957"
"ACOT9",3151727812.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ACOT9_PXD004352"
"ACOT9",54501,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","ACOT9_PXD025174"
"ACOT9",28.20475176,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ACOT9_PXD040957"
"ACOX1",308465906.25,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ACOX1_PXD004352"
"ACOX1",33661,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","ACOX1_PXD025174"
"ACOX1",25.235083745,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ACOX1_PXD040957"
"ACOX3",755840093.75,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ACOX3_PXD004352"
"ACOX3",10912,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","ACOX3_PXD025174"
"ACOX3",26.3361635825,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ACOX3_PXD040957"
"ACP1",2020561562.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ACP1_PXD004352"
"ACP1",716440,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","ACP1_PXD025174"
"ACP1",28.7397459775,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ACP1_PXD040957"
"ACP2",237554125,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ACP2_PXD004352"
"ACP2",65089,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","ACP2_PXD025174"
"ACP2",23.835115475,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ACP2_PXD040957"
"ACP5",18106850,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ACP5_PXD004352"
"ACP5",11511,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","ACP5_PXD025174"
"ACP6",131913837.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ACP6_PXD004352"
"ACP6",25.562707515,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ACP6_PXD040957"
"ACPP",2974359.375,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ACPP_PXD004352"
"ACSF2",334448000,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ACSF2_PXD004352"
"ACSF2",23945,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","ACSF2_PXD025174"
"ACSF2",25.715355005,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ACSF2_PXD040957"
"ACSF3",1276314750,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ACSF3_PXD004352"
"ACSF3",22676,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","ACSF3_PXD025174"
"ACSF3",29.2820133,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ACSF3_PXD040957"
"ACSL1",513556312.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ACSL1_PXD004352"
"ACSL1",8637,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","ACSL1_PXD025174"
"ACSL1",23.7332499175,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ACSL1_PXD040957"
"ACSL3",896379062.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ACSL3_PXD004352"
"ACSL3",27.39249568,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ACSL3_PXD040957"
"ACSL4",1860349437.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ACSL4_PXD004352"
"ACSL4",27.2595053525,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ACSL4_PXD040957"
"ACSL5",940223375,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ACSL5_PXD004352"
"ACSL5",40335,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","ACSL5_PXD025174"
"ACSL5",27.39721229,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ACSL5_PXD040957"
"ACSL6",44429337.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ACSL6_PXD004352"
"ACSL6",126163,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","ACSL6_PXD025174"
"ACSM3",57804984.375,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ACSM3_PXD004352"
"ACSS1",1027636562.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ACSS1_PXD004352"
"ACSS1",27.919153245,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ACSS1_PXD040957"
"ACSS2",61327296.875,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ACSS2_PXD004352"
"ACSS2",23.3632023725,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ACSS2_PXD040957"
"ACT",294817,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","ACT_PXD025174"
"ACTA2",20187687.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ACTA2_PXD004352"
"ACTB",457718750000,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ACTB_PXD004352"
"ACTB",30.4345229425,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ACTB_PXD040957"
"ACTBL2",2054303875,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ACTBL2_PXD004352"
"ACTBL2",39937,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","ACTBL2_PXD025174"
"ACTBL2",26.61412184,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ACTBL2_PXD040957"
"ACTC1",8459364,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","ACTC1_PXD025174"
"ACTG1",7175987500,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ACTG1_PXD004352"
"ACTG1",56099099,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","ACTG1_PXD025174"
"ACTG1",36.57163728,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ACTG1_PXD040957"
"ACTG2",435327,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","ACTG2_PXD025174"
"ACTL6A",2609098750,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ACTL6A_PXD004352"
"ACTL6A",29.7946241975,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ACTL6A_PXD040957"
"ACTN1",9895700937.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ACTN1_PXD004352"
"ACTN1",57769,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","ACTN1_PXD025174"
"ACTN1",34.31625344,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ACTN1_PXD040957"
"ACTN2",46982310.3125,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ACTN2_PXD004352"
"ACTN4",53273868750,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ACTN4_PXD004352"
"ACTN4",4365311,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","ACTN4_PXD025174"
"ACTN4",30.4354550375,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ACTN4_PXD040957"
"ACTR10",392684387.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ACTR10_PXD004352"
"ACTR10",167008,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","ACTR10_PXD025174"
"ACTR10",26.7788624075,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ACTR10_PXD040957"
"ACTR1A",3038800937.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","ACTR1A_PXD004352"
"ACTR1A",495475,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","ACTR1A_PXD025174"
"ACTR1A",29.822475385,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","ACTR1A_PXD040957"
