"Gene","Database","Category","CellType","Concentration","Dataset"
"ALG6","ProteomeXchange","CellType","CD8",97533965.625,"PXD004352,PXD025174"
"ALG8","ProteomeXchange","CellType","CD8",278526187.5,"PXD004352,PXD025174,PXD040957"
"ALG9","ProteomeXchange","CellType","CD8",61987187.5,"PXD004352,PXD040957"
"ALKBH1","ProteomeXchange","CellType","CD8",27094446.875,"PXD004352,PXD040957"
"ALKBH2","ProteomeXchange","CellType","CD8",38146809.375,"PXD004352"
"ALKBH3","ProteomeXchange","CellType","CD8",16546112.5,"PXD004352"
"ALKBH4","ProteomeXchange","CellType","CD8",55410753.125,"PXD004352"
"ALKBH5","ProteomeXchange","CellType","CD8",477146937.5,"PXD004352,PXD025174,PXD040957"
"ALKBH7","ProteomeXchange","CellType","CD8",8014065.625,"PXD004352"
"ALKBH8","ProteomeXchange","CellType","CD8",55936540.625,"PXD004352,PXD040957"
"ALMS1","ProteomeXchange","CellType","CD8",106965000,"PXD004352,PXD040957"
"ALOX12","ProteomeXchange","CellType","CD8",3316996.875,"PXD004352"
"ALOX12B","ProteomeXchange","CellType","CD8",96193325,"PXD004352"
"ALOX15","ProteomeXchange","CellType","CD8",132057606.25,"PXD004352"
"ALOX15B","ProteomeXchange","CellType","CD8",12254840.625,"PXD004352"
"ALOX5","ProteomeXchange","CellType","CD8",109907028.125,"PXD004352"
"ALOX5AP","ProteomeXchange","CellType","CD8",2037315937.5,"PXD004352,PXD025174,PXD040957"
"ALPL","ProteomeXchange","CellType","CD8",9750240.625,"PXD004352"
"ALS2","ProteomeXchange","CellType","CD8",6847100,"PXD004352"
"ALYREF","ProteomeXchange","CellType","CD8",9376462187.5,"PXD004352,PXD025174,PXD040957"
"AMACR","ProteomeXchange","CellType","CD8",47887228.125,"PXD004352"
"AMBP","ProteomeXchange","CellType","CD8",466706409.375,"PXD004352,PXD040957"
"AMBRA1","ProteomeXchange","CellType","CD8",35596150,"PXD004352,PXD040957"
"AMD1","ProteomeXchange","CellType","CD8",4260643.75,"PXD004352"
"AMDHD2","ProteomeXchange","CellType","CD8",245461937.5,"PXD004352,PXD025174,PXD040957"
"AMFR","ProteomeXchange","CellType","CD8",48711800,"PXD004352"
"AMICA1","ProteomeXchange","CellType","CD8",22.55099977,"PXD040957"
"AMIGO3","ProteomeXchange","CellType","CD8",4117465.625,"PXD004352"
"AMOT","ProteomeXchange","CellType","CD8",4322937.5,"PXD004352"
"AMPD2","ProteomeXchange","CellType","CD8",1260082593.75,"PXD004352,PXD025174,PXD040957"
"AMPD3","ProteomeXchange","CellType","CD8",379218700,"PXD004352,PXD025174,PXD040957"
"AMT","ProteomeXchange","CellType","CD8",17785171.875,"PXD004352"
"AMZ2","ProteomeXchange","CellType","CD8",42934471.875,"PXD004352"
"ANAPC1","ProteomeXchange","CellType","CD8",392026343.75,"PXD004352,PXD025174,PXD040957"
"ANAPC10","ProteomeXchange","CellType","CD8",72767700,"PXD004352"
"ANAPC11","ProteomeXchange","CellType","CD8",7931453.125,"PXD004352"
"ANAPC15","ProteomeXchange","CellType","CD8",2104237.5,"PXD004352"
"ANAPC16","ProteomeXchange","CellType","CD8",23031162.5,"PXD004352,PXD040957"
"ANAPC2","ProteomeXchange","CellType","CD8",114088250,"PXD004352"
"ANAPC4","ProteomeXchange","CellType","CD8",250161140.625,"PXD004352,PXD025174,PXD040957"
"ANAPC5","ProteomeXchange","CellType","CD8",198816096.875,"PXD004352,PXD025174,PXD040957"
"ANAPC7","ProteomeXchange","CellType","CD8",696937531.25,"PXD004352,PXD025174,PXD040957"
"ANG","ProteomeXchange","CellType","CD8",67124543.75,"PXD004352"
"ANGEL2","ProteomeXchange","CellType","CD8",94041843.75,"PXD004352,PXD040957"
"ANGPT1","ProteomeXchange","CellType","CD8",385468.75,"PXD004352"
"ANGPTL3","ProteomeXchange","CellType","CD8",21601218.75,"PXD004352"
"ANK1","ProteomeXchange","CellType","CD8",36600363.125,"PXD004352"
"ANK3","ProteomeXchange","CellType","CD8",259905062.5,"PXD004352,PXD025174"
"ANKFY1","ProteomeXchange","CellType","CD8",1343094218.75,"PXD004352,PXD040957"
"ANKH","ProteomeXchange","CellType","CD8",10949803.125,"PXD004352"
"ANKHD1","ProteomeXchange","CellType","CD8",982922468.75,"PXD004352,PXD040957"
"ANKIB1","ProteomeXchange","CellType","CD8",13826243.75,"PXD004352"
"ANKLE2","ProteomeXchange","CellType","CD8",1566816437.5,"PXD004352,PXD040957"
"ANKMY2","ProteomeXchange","CellType","CD8",200724500,"PXD004352,PXD025174,PXD040957"
"ANKRD10","ProteomeXchange","CellType","CD8",37363631.25,"PXD004352,PXD040957"
"ANKRD11","ProteomeXchange","CellType","CD8",36984796.875,"PXD004352"
"ANKRD12","ProteomeXchange","CellType","CD8",68526668.125,"PXD004352,PXD040957"
"ANKRD13A","ProteomeXchange","CellType","CD8",573339125,"PXD004352,PXD040957"
"ANKRD13D","ProteomeXchange","CellType","CD8",60972725,"PXD004352,PXD040957"
"ANKRD16","ProteomeXchange","CellType","CD8",1960656.25,"PXD004352"
"ANKRD17","ProteomeXchange","CellType","CD8",223750250,"PXD004352,PXD025174,PXD040957"
"ANKRD22","ProteomeXchange","CellType","CD8",2012156.25,"PXD004352"
"ANKRD26","ProteomeXchange","CellType","CD8",299268.75,"PXD004352"
"ANKRD27","ProteomeXchange","CellType","CD8",74653062.5,"PXD004352,PXD040957"
"ANKRD28","ProteomeXchange","CellType","CD8",162013016.875,"PXD004352,PXD025174,PXD040957"
"ANKRD33B","ProteomeXchange","CellType","CD8",9777609.375,"PXD004352"
"ANKRD39","ProteomeXchange","CellType","CD8",40708350,"PXD004352"
"ANKRD44","ProteomeXchange","CellType","CD8",5835871562.5,"PXD004352,PXD040957"
"ANKRD49","ProteomeXchange","CellType","CD8",5361031.25,"PXD004352"
"ANKRD52","ProteomeXchange","CellType","CD8",53808846.875,"PXD004352,PXD025174,PXD040957"
"ANKRD54","ProteomeXchange","CellType","CD8",18692271.875,"PXD004352,PXD025174"
"ANKS1A","ProteomeXchange","CellType","CD8",52169512.5,"PXD004352"
"ANKZF1","ProteomeXchange","CellType","CD8",532104281.25,"PXD004352,PXD025174,PXD040957"
"ANLN","ProteomeXchange","CellType","CD8",115260819.375,"PXD004352,PXD040957"
"ANO10","ProteomeXchange","CellType","CD8",67728481.25,"PXD004352,PXD040957"
"ANO6","ProteomeXchange","CellType","CD8",235233321.875,"PXD004352,PXD025174,PXD040957"
"ANO9","ProteomeXchange","CellType","CD8",7904781.25,"PXD004352"
"ANP32A","ProteomeXchange","CellType","CD8",12281734375,"PXD004352,PXD025174,PXD040957"
"ANP32B","ProteomeXchange","CellType","CD8",6548592812.5,"PXD004352,PXD025174,PXD040957"
"ANP32E","ProteomeXchange","CellType","CD8",4238388437.5,"PXD004352,PXD025174,PXD040957"
"ANPEP","ProteomeXchange","CellType","CD8",77802806.25,"PXD004352"
"ANTXR2","ProteomeXchange","CellType","CD8",37660931.875,"PXD004352,PXD025174"
"ANXA1","ProteomeXchange","CellType","CD8",46758984375,"PXD004352,PXD025174,PXD040957"
"ANXA11","ProteomeXchange","CellType","CD8",9721232187.5,"PXD004352,PXD025174,PXD040957"
"ANXA3","ProteomeXchange","CellType","CD8",633635747.1875,"PXD004352,PXD025174"
"ANXA4","ProteomeXchange","CellType","CD8",2369827656.25,"PXD004352,PXD040957"
"ANXA5","ProteomeXchange","CellType","CD8",11441875312.5,"PXD004352,PXD040957"
"ANXA6","ProteomeXchange","CellType","CD8",86235509375,"PXD004352,PXD025174,PXD040957"
"ANXA7","ProteomeXchange","CellType","CD8",5927149687.5,"PXD004352,PXD025174,PXD040957"
"AOAH","ProteomeXchange","CellType","CD8",260780031.25,"PXD004352,PXD025174"
"AOC1","ProteomeXchange","CellType","CD8",16730775,"PXD004352"
"AP1B1","ProteomeXchange","CellType","CD8",6797298437.5,"PXD004352,PXD025174,PXD040957"
"AP1G1","ProteomeXchange","CellType","CD8",2582171062.5,"PXD004352,PXD025174,PXD040957"
"AP1G2","ProteomeXchange","CellType","CD8",903564593.75,"PXD004352,PXD025174,PXD040957"
"AP1M1","ProteomeXchange","CellType","CD8",2435727812.5,"PXD004352,PXD025174,PXD040957"
"AP1S1","ProteomeXchange","CellType","CD8",318372437.5,"PXD004352,PXD025174,PXD040957"
"AP1S2","ProteomeXchange","CellType","CD8",313635812.5,"PXD004352,PXD040957"
"AP1S3","ProteomeXchange","CellType","CD8",1060409.375,"PXD004352"
"AP2A1","ProteomeXchange","CellType","CD8",4964069062.5,"PXD004352,PXD025174,PXD040957"
"AP2A2","ProteomeXchange","CellType","CD8",1520417437.5,"PXD004352,PXD025174,PXD040957"
"AP2B1","ProteomeXchange","CellType","CD8",3767011562.5,"PXD004352,PXD040957"
"AP2M1","ProteomeXchange","CellType","CD8",1973006875,"PXD004352,PXD025174,PXD040957"
"AP2S1","ProteomeXchange","CellType","CD8",430305312.5,"PXD004352,PXD025174,PXD040957"
"AP3B1","ProteomeXchange","CellType","CD8",3116963125,"PXD004352,PXD025174,PXD040957"
"AP3D1","ProteomeXchange","CellType","CD8",2131544687.5,"PXD004352,PXD025174,PXD040957"
"AP3M1","ProteomeXchange","CellType","CD8",1264932906.25,"PXD004352,PXD040957"
"AP3M2","ProteomeXchange","CellType","CD8",49937300,"PXD004352,PXD025174"
"AP3S1","ProteomeXchange","CellType","CD8",542605156.25,"PXD004352,PXD025174,PXD040957"
"AP4B1","ProteomeXchange","CellType","CD8",39317387.5,"PXD004352,PXD040957"
"AP4E1","ProteomeXchange","CellType","CD8",138877618.75,"PXD004352,PXD040957"
"AP4M1","ProteomeXchange","CellType","CD8",101598725,"PXD004352,PXD040957"
"AP4S1","ProteomeXchange","CellType","CD8",48934459.375,"PXD004352,PXD025174,PXD040957"
"AP5B1","ProteomeXchange","CellType","CD8",103493781.25,"PXD004352,PXD040957"
"AP5M1","ProteomeXchange","CellType","CD8",19946740.625,"PXD004352"
"AP5S1","ProteomeXchange","CellType","CD8",25881437.5,"PXD004352"
"AP5Z1","ProteomeXchange","CellType","CD8",128953696.875,"PXD004352,PXD040957"
"APAF1","ProteomeXchange","CellType","CD8",616344031.25,"PXD004352,PXD025174,PXD040957"
"APBA2","ProteomeXchange","CellType","CD8",64971965.625,"PXD004352,PXD040957"
"APBA3","ProteomeXchange","CellType","CD8",4725715.625,"PXD004352"
"APBB1","ProteomeXchange","CellType","CD8",25.95433631,"PXD040957"
"APBB1IP","ProteomeXchange","CellType","CD8",2386977187.5,"PXD004352,PXD025174,PXD040957"
"APCS","ProteomeXchange","CellType","CD8",41366812.5,"PXD004352,PXD040957"
"APEH","ProteomeXchange","CellType","CD8",2597686687.5,"PXD004352,PXD025174,PXD040957"
"APEX1","ProteomeXchange","CellType","CD8",13840143750,"PXD004352,PXD025174,PXD040957"
"APH1A","ProteomeXchange","CellType","CD8",4410712.5,"PXD004352"
"APH1B","ProteomeXchange","CellType","CD8",5773550,"PXD004352"
"API5","ProteomeXchange","CellType","CD8",7519840000,"PXD004352,PXD025174,PXD040957"
"APIP","ProteomeXchange","CellType","CD8",488785125,"PXD004352,PXD025174,PXD040957"
"APLF","ProteomeXchange","CellType","CD8",76482940.625,"PXD004352"
"APLP2","ProteomeXchange","CellType","CD8",1666662.5,"PXD004352"
"APMAP","ProteomeXchange","CellType","CD8",9443984375,"PXD004352,PXD025174,PXD040957"
"APOA1","ProteomeXchange","CellType","CD8",59585106250,"PXD004352,PXD025174,PXD040957"
"APOA1BP","ProteomeXchange","CellType","CD8",1381933375,"PXD004352,PXD025174,PXD040957"
"APOA2","ProteomeXchange","CellType","CD8",14944653125,"PXD004352,PXD025174,PXD040957"
"APOA4","ProteomeXchange","CellType","CD8",9672110937.5,"PXD004352,PXD025174,PXD040957"
"APOA5","ProteomeXchange","CellType","CD8",15104708.4375,"PXD004352"
"APOB","ProteomeXchange","CellType","CD8",20542660000,"PXD004352,PXD025174,PXD040957"
"APOBEC3A","ProteomeXchange","CellType","CD8",2041687.5,"PXD004352"
"APOBEC3B","ProteomeXchange","CellType","CD8",197834612.5,"PXD004352,PXD025174"
"APOBEC3C","ProteomeXchange","CellType","CD8",942936250,"PXD004352,PXD025174,PXD040957"
"APOBEC3F","ProteomeXchange","CellType","CD8",540408187.5,"PXD004352,PXD025174,PXD040957"
"APOBEC3G","ProteomeXchange","CellType","CD8",2972012812.5,"PXD004352,PXD040957"
"APOBEC3H","ProteomeXchange","CellType","CD8",37306868.75,"PXD004352"
"APOBR","ProteomeXchange","CellType","CD8",925604968.75,"PXD004352,PXD040957"
"APOC1","ProteomeXchange","CellType","CD8",2833850531.25,"PXD004352,PXD025174,PXD040957"
"APOC2","ProteomeXchange","CellType","CD8",27.958967165,"PXD040957"
"APOC3","ProteomeXchange","CellType","CD8",9750840625,"PXD004352,PXD025174,PXD040957"
"APOC4","ProteomeXchange","CellType","CD8",53427375,"PXD004352"
"APOD","ProteomeXchange","CellType","CD8",2365540312.5,"PXD004352,PXD025174,PXD040957"
"APOE","ProteomeXchange","CellType","CD8",4493941875,"PXD004352,PXD025174,PXD040957"
"APOF","ProteomeXchange","CellType","CD8",426453506.25,"PXD004352,PXD040957"
"APOH","ProteomeXchange","CellType","CD8",1816327812.5,"PXD004352,PXD025174,PXD040957"
"APOL1","ProteomeXchange","CellType","CD8",898322937.5,"PXD004352,PXD040957"
"APOL2","ProteomeXchange","CellType","CD8",719901781.25,"PXD004352,PXD025174,PXD040957"
"APOL3","ProteomeXchange","CellType","CD8",555375475,"PXD004352,PXD025174,PXD040957"
"APOL6","ProteomeXchange","CellType","CD8",4577584.375,"PXD004352"
"APOM","ProteomeXchange","CellType","CD8",87509312.5,"PXD004352,PXD040957"
"APOO","ProteomeXchange","CellType","CD8",186352562.5,"PXD004352,PXD025174,PXD040957"
"APOOL","ProteomeXchange","CellType","CD8",627492312.5,"PXD004352,PXD040957"
"APP","ProteomeXchange","CellType","CD8",17542050,"PXD004352"
"APPBP2","ProteomeXchange","CellType","CD8",1617050,"PXD004352"
"APPL1","ProteomeXchange","CellType","CD8",892049718.75,"PXD004352,PXD025174,PXD040957"
"APPL2","ProteomeXchange","CellType","CD8",36914276.25,"PXD004352"
"APRT","ProteomeXchange","CellType","CD8",12477308750,"PXD004352,PXD025174,PXD040957"
"APTX","ProteomeXchange","CellType","CD8",161542943.75,"PXD004352,PXD025174,PXD040957"
"AQR","ProteomeXchange","CellType","CD8",2150309062.5,"PXD004352,PXD025174,PXD040957"
"ARAF","ProteomeXchange","CellType","CD8",564080531.25,"PXD004352,PXD025174,PXD040957"
"ARAP1","ProteomeXchange","CellType","CD8",927356000,"PXD004352,PXD025174,PXD040957"
"ARAP2","ProteomeXchange","CellType","CD8",183953812.5,"PXD004352,PXD025174"
"ARAP3","ProteomeXchange","CellType","CD8",24513150,"PXD004352"
"ARCN1","ProteomeXchange","CellType","CD8",5317720312.5,"PXD004352,PXD040957"
"AREL1","ProteomeXchange","CellType","CD8",8569100,"PXD004352"
"ARF1","ProteomeXchange","CellType","CD8",12715253125,"PXD004352,PXD040957"
"ARF4","ProteomeXchange","CellType","CD8",1513807187.5,"PXD004352,PXD025174,PXD040957"
"ARF5","ProteomeXchange","CellType","CD8",1235828750,"PXD004352,PXD025174,PXD040957"
"ARF6","ProteomeXchange","CellType","CD8",1650674687.5,"PXD004352,PXD025174,PXD040957"
"ARFGAP1","ProteomeXchange","CellType","CD8",354623500,"PXD004352,PXD025174,PXD040957"
"ARFGAP2","ProteomeXchange","CellType","CD8",787006375,"PXD004352,PXD025174,PXD040957"
"ARFGAP3","ProteomeXchange","CellType","CD8",441872656.25,"PXD004352,PXD025174,PXD040957"
"ARFGEF1","ProteomeXchange","CellType","CD8",1530803250,"PXD004352,PXD025174,PXD040957"
"ARFGEF2","ProteomeXchange","CellType","CD8",430795031.25,"PXD004352,PXD025174,PXD040957"
"ARFIP1","ProteomeXchange","CellType","CD8",256261593.75,"PXD004352,PXD025174,PXD040957"
"ARFIP2","ProteomeXchange","CellType","CD8",102278625,"PXD004352,PXD040957"
"ARFRP1","ProteomeXchange","CellType","CD8",121791718.75,"PXD004352,PXD025174,PXD040957"
"ARG1","ProteomeXchange","CellType","CD8",64204981.25,"PXD004352,PXD040957"
"ARG2","ProteomeXchange","CellType","CD8",82808206.25,"PXD004352,PXD025174"
"ARGLU1","ProteomeXchange","CellType","CD8",268321875,"PXD004352,PXD040957"
"ARHGAP1","ProteomeXchange","CellType","CD8",4180750937.5,"PXD004352,PXD025174,PXD040957"
"ARHGAP10","ProteomeXchange","CellType","CD8",26097723.125,"PXD004352"
"ARHGAP11A","ProteomeXchange","CellType","CD8",26701284.375,"PXD004352"
"ARHGAP12","ProteomeXchange","CellType","CD8",60577040.625,"PXD004352,PXD040957"
"ARHGAP15","ProteomeXchange","CellType","CD8",1080971875,"PXD004352,PXD025174,PXD040957"
"ARHGAP17","ProteomeXchange","CellType","CD8",1382301750,"PXD004352,PXD025174,PXD040957"
"ARHGAP18","ProteomeXchange","CellType","CD8",336158093.75,"PXD004352,PXD025174"
"ARHGAP19","ProteomeXchange","CellType","CD8",43700818.75,"PXD004352"
"ARHGAP21","ProteomeXchange","CellType","CD8",25097980,"PXD004352"
"ARHGAP22","ProteomeXchange","CellType","CD8",2594112.5,"PXD004352"
"ARHGAP24","ProteomeXchange","CellType","CD8",18854266,"PXD004352"
"ARHGAP25","ProteomeXchange","CellType","CD8",5532839062.5,"PXD004352,PXD040957"
"ARHGAP26","ProteomeXchange","CellType","CD8",229040540.625,"PXD004352,PXD040957"
"ARHGAP27","ProteomeXchange","CellType","CD8",382654187.5,"PXD004352,PXD025174,PXD040957"
"ARHGAP30","ProteomeXchange","CellType","CD8",1795607000,"PXD004352,PXD025174,PXD040957"
"ARHGAP31","ProteomeXchange","CellType","CD8",227098209.375,"PXD004352,PXD040957"
"ARHGAP32","ProteomeXchange","CellType","CD8",10722568.75,"PXD004352"
"ARHGAP4","ProteomeXchange","CellType","CD8",2835693125,"PXD004352,PXD040957"
"ARHGAP5","ProteomeXchange","CellType","CD8",40565528.125,"PXD004352"
"ARHGAP6","ProteomeXchange","CellType","CD8",9100659.375,"PXD004352"
"ARHGAP9","ProteomeXchange","CellType","CD8",1194705625,"PXD004352,PXD025174,PXD040957"
"ARHGDIA","ProteomeXchange","CellType","CD8",7441695000,"PXD004352,PXD040957"
"ARHGDIB","ProteomeXchange","CellType","CD8",28325287500,"PXD004352,PXD025174,PXD040957"
"ARHGEF1","ProteomeXchange","CellType","CD8",12468471875,"PXD004352,PXD025174,PXD040957"
"ARHGEF10","ProteomeXchange","CellType","CD8",17044875,"PXD004352"
"ARHGEF10L","ProteomeXchange","CellType","CD8",67916837.5,"PXD004352"
"ARHGEF11","ProteomeXchange","CellType","CD8",2013768.75,"PXD004352"
"ARHGEF12","ProteomeXchange","CellType","CD8",25083411.5625,"PXD004352"
"ARHGEF18","ProteomeXchange","CellType","CD8",1695771062.5,"PXD004352,PXD040957"
"ARHGEF2","ProteomeXchange","CellType","CD8",2564129687.5,"PXD004352,PXD025174,PXD040957"
"ARHGEF3","ProteomeXchange","CellType","CD8",5602834.375,"PXD004352"
"ARHGEF40","ProteomeXchange","CellType","CD8",33845409.375,"PXD004352"
"ARHGEF5","ProteomeXchange","CellType","CD8",61695368.75,"PXD004352"
"ARHGEF6","ProteomeXchange","CellType","CD8",3253817500,"PXD004352,PXD025174,PXD040957"
"ARHGEF7","ProteomeXchange","CellType","CD8",903430625,"PXD004352,PXD025174,PXD040957"
"ARID1A","ProteomeXchange","CellType","CD8",2062880312.5,"PXD004352,PXD025174,PXD040957"
"ARID1B","ProteomeXchange","CellType","CD8",447426500,"PXD004352,PXD025174,PXD040957"
"ARID2","ProteomeXchange","CellType","CD8",431663875,"PXD004352,PXD025174,PXD040957"
"ARID3A","ProteomeXchange","CellType","CD8",23273936.25,"PXD004352"
"ARID3B","ProteomeXchange","CellType","CD8",282058750,"PXD004352,PXD025174,PXD040957"
"ARID4A","ProteomeXchange","CellType","CD8",266191312.5,"PXD004352,PXD040957"
"ARID4B","ProteomeXchange","CellType","CD8",764658218.75,"PXD004352,PXD040957"
"ARID5A","ProteomeXchange","CellType","CD8",39179887.5,"PXD004352"
"ARID5B","ProteomeXchange","CellType","CD8",27600905,"PXD004352"
"ARIH1","ProteomeXchange","CellType","CD8",911565781.25,"PXD004352,PXD025174,PXD040957"
"ARIH2","ProteomeXchange","CellType","CD8",264441634.375,"PXD004352,PXD025174,PXD040957"
"ARL1","ProteomeXchange","CellType","CD8",568217062.5,"PXD004352,PXD025174,PXD040957"
"ARL11","ProteomeXchange","CellType","CD8",1131684.375,"PXD004352"
"ARL14EP","ProteomeXchange","CellType","CD8",57931209.375,"PXD004352,PXD040957"
"ARL15","ProteomeXchange","CellType","CD8",27721571.875,"PXD004352"
"ARL2","ProteomeXchange","CellType","CD8",25.47900828,"PXD040957"
"ARL2BP","ProteomeXchange","CellType","CD8",149250821.875,"PXD004352,PXD025174,PXD040957"
"ARL3","ProteomeXchange","CellType","CD8",587192812.5,"PXD004352,PXD025174,PXD040957"
"ARL4C","ProteomeXchange","CellType","CD8",10752548.28125,"PXD004352"
"ARL5A","ProteomeXchange","CellType","CD8",27276537.5,"PXD004352,PXD040957"
"ARL5B","ProteomeXchange","CellType","CD8",11321062.5,"PXD004352"
"ARL6","ProteomeXchange","CellType","CD8",24555646.875,"PXD004352"
"ARL6IP4","ProteomeXchange","CellType","CD8",349794750,"PXD004352,PXD040957"
"ARL6IP5","ProteomeXchange","CellType","CD8",4395223437.5,"PXD004352,PXD025174,PXD040957"
"ARL6IP6","ProteomeXchange","CellType","CD8",75308493.75,"PXD004352,PXD025174,PXD040957"
"ARL8A","ProteomeXchange","CellType","CD8",291860000,"PXD004352,PXD025174,PXD040957"
"ARL8B","ProteomeXchange","CellType","CD8",1576390312.5,"PXD004352,PXD025174,PXD040957"
"ARMC1","ProteomeXchange","CellType","CD8",386585781.25,"PXD004352,PXD025174,PXD040957"
"ARMC10","ProteomeXchange","CellType","CD8",375753687.5,"PXD004352,PXD025174,PXD040957"
"ARMC5","ProteomeXchange","CellType","CD8",245087.5,"PXD004352"
"ARMC6","ProteomeXchange","CellType","CD8",164075625,"PXD004352,PXD040957"
"ARMC8","ProteomeXchange","CellType","CD8",753148687.5,"PXD004352,PXD025174,PXD040957"
"ARMCX1","ProteomeXchange","CellType","CD8",31262015.625,"PXD004352,PXD040957"
"ARMCX2","ProteomeXchange","CellType","CD8",15054412.5,"PXD004352,PXD040957"
"ARMCX3","ProteomeXchange","CellType","CD8",348274062.5,"PXD004352,PXD025174,PXD040957"
"ARNT","ProteomeXchange","CellType","CD8",141707171.875,"PXD004352"
"ARPC1A","ProteomeXchange","CellType","CD8",294014312.5,"PXD004352,PXD040957"
"ARPC1B","ProteomeXchange","CellType","CD8",22991346875,"PXD004352,PXD025174,PXD040957"
"ARPC2","ProteomeXchange","CellType","CD8",27657768750,"PXD004352,PXD025174,PXD040957"
"ARPC3","ProteomeXchange","CellType","CD8",10234950000,"PXD004352,PXD025174,PXD040957"
